family;mode;size;align_method;tree_method;slave;tc
sodcu;slave;1000;CLUSTALO;FAMSA;parttree;56.6
sodcu;slave;1000;CLUSTALO;FAMSA;famsadnd;71.1
sodcu;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;75.9
sodcu;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;66.9
sodcu;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;74.7
sodcu;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;53.0
sodcu;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;41.6
sodcu;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;39.8
sodcu;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;14.5
sodcu;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;8.4
sodcu;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;5.4
sodcu;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;58.4
sodcu;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;56.0
sodcu;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;56.0
sodcu;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;47.0
sodcu;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;39.8
sodcu;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;47.0
sodcu;slave;1000;FAMSA;CLUSTALO;mbed;72.3
sodcu;slave;1000;FAMSA;CLUSTALO;parttree;70.5
sodcu;slave;1000;FAMSA;CLUSTALO;famsadnd;71.1
sodcu;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;15.1
sodcu;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;8.4
sodcu;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;24.1
sodcu;slave;1000;FAMSA;FAMSA;mbed;68.1
sodcu;slave;1000;FAMSA;FAMSA;parttree;69.9
sodcu;slave;1000;FAMSA;FAMSA;famsadnd;68.1
sodcu;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;68.1
sodcu;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;71.7
sodcu;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;70.5
KAS;slave;1000;CLUSTALO;CLUSTALO;mbed;69.2
KAS;slave;1000;CLUSTALO;CLUSTALO;parttree;69.2
KAS;slave;1000;CLUSTALO;CLUSTALO;famsadnd;67.5
KAS;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;72.0
KAS;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;50.0
KAS;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;68.8
KAS;slave;1000;CLUSTALO;FAMSA;mbed;67.8
KAS;slave;1000;CLUSTALO;FAMSA;parttree;45.0
KAS;slave;1000;CLUSTALO;FAMSA;famsadnd;69.5
KAS;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;66.0
KAS;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;41.5
KAS;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;68.8
KAS;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;8.2
KAS;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;3.0
KAS;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;8.8
KAS;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;3.8
KAS;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;6.5
KAS;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;4.0
KAS;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;5.0
KAS;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;7.2
KAS;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;9.2
KAS;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;5.5
KAS;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;4.8
KAS;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;6.2
KAS;slave;1000;FAMSA;CLUSTALO;mbed;66.0
KAS;slave;1000;FAMSA;CLUSTALO;parttree;64.2
KAS;slave;1000;FAMSA;CLUSTALO;famsadnd;53.8
KAS;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;58.2
KAS;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;42.5
KAS;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;62.0
KAS;slave;1000;FAMSA;FAMSA;mbed;39.8
KAS;slave;1000;FAMSA;FAMSA;parttree;28.5
KAS;slave;1000;FAMSA;FAMSA;famsadnd;65.2
KAS;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;66.0
KAS;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;16.2
KAS;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;64.0
DMRL_synthase;slave;1000;CLUSTALO;CLUSTALO;mbed;72.2
DMRL_synthase;slave;1000;CLUSTALO;CLUSTALO;parttree;73.4
DMRL_synthase;slave;1000;CLUSTALO;CLUSTALO;famsadnd;73.4
DMRL_synthase;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;74.6
DMRL_synthase;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;74.6
DMRL_synthase;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;76.3
DMRL_synthase;slave;1000;CLUSTALO;FAMSA;mbed;75.1
DMRL_synthase;slave;1000;CLUSTALO;FAMSA;parttree;72.8
DMRL_synthase;slave;1000;CLUSTALO;FAMSA;famsadnd;73.4
DMRL_synthase;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;74.0
DMRL_synthase;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;71.6
DMRL_synthase;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;74.0
DMRL_synthase;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;72.8
DMRL_synthase;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;64.5
DMRL_synthase;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;63.9
DMRL_synthase;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;60.9
DMRL_synthase;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;49.7
DMRL_synthase;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;51.5
DMRL_synthase;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;72.2
DMRL_synthase;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;68.6
DMRL_synthase;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;66.3
DMRL_synthase;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;70.4
DMRL_synthase;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;49.1
DMRL_synthase;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;58.6
DMRL_synthase;slave;1000;FAMSA;CLUSTALO;mbed;66.9
DMRL_synthase;slave;1000;FAMSA;CLUSTALO;parttree;71.6
DMRL_synthase;slave;1000;FAMSA;CLUSTALO;famsadnd;75.1
DMRL_synthase;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;74.0
DMRL_synthase;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;68.0
DMRL_synthase;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;66.9
DMRL_synthase;slave;1000;FAMSA;FAMSA;mbed;73.4
DMRL_synthase;slave;1000;FAMSA;FAMSA;parttree;68.6
DMRL_synthase;slave;1000;FAMSA;FAMSA;famsadnd;72.8
DMRL_synthase;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;72.2
DMRL_synthase;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;72.2
DMRL_synthase;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;71.0
tms;slave;1000;CLUSTALO;CLUSTALO;mbed;76.1
tms;slave;1000;CLUSTALO;CLUSTALO;parttree;72.6
tms;slave;1000;CLUSTALO;CLUSTALO;famsadnd;82.8
tms;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;81.8
tms;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;80.0
tms;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;81.8
tms;slave;1000;CLUSTALO;FAMSA;mbed;77.2
tms;slave;1000;CLUSTALO;FAMSA;parttree;71.9
tms;slave;1000;CLUSTALO;FAMSA;famsadnd;79.3
tms;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;78.6
tms;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;78.2
tms;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;82.8
tms;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;70.5
tms;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;74.7
tms;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;68.4
tms;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;77.2
tms;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;73.3
tms;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;77.5
tms;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;76.1
tms;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;71.6
tms;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;70.9
tms;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;74.0
tms;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;80.0
tms;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;70.2
tms;slave;1000;FAMSA;CLUSTALO;mbed;78.6
tms;slave;1000;FAMSA;CLUSTALO;parttree;78.2
tms;slave;1000;FAMSA;CLUSTALO;famsadnd;78.2
tms;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;81.8
tms;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;83.5
tms;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;81.8
tms;slave;1000;FAMSA;FAMSA;mbed;75.8
tms;slave;1000;FAMSA;FAMSA;parttree;84.6
tms;slave;1000;FAMSA;FAMSA;famsadnd;70.2
tms;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;73.3
tms;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;77.5
tms;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;75.1
GEL;slave;1000;CLUSTALO;CLUSTALO;mbed;39.0
GEL;slave;1000;CLUSTALO;CLUSTALO;parttree;35.6
GEL;slave;1000;CLUSTALO;CLUSTALO;famsadnd;29.5
GEL;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;36.3
GEL;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;31.5
GEL;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;41.1
GEL;slave;1000;CLUSTALO;FAMSA;mbed;27.4
GEL;slave;1000;CLUSTALO;FAMSA;parttree;25.3
GEL;slave;1000;CLUSTALO;FAMSA;famsadnd;24.0
GEL;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;28.8
GEL;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;28.1
GEL;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;37.0
GEL;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;11.0
GEL;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;12.3
GEL;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;6.8
GEL;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;12.3
GEL;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;18.5
GEL;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;5.5
GEL;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;4.1
GEL;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;11.6
GEL;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;2.1
GEL;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;15.8
GEL;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;19.2
GEL;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;19.9
GEL;slave;1000;FAMSA;CLUSTALO;mbed;17.8
GEL;slave;1000;FAMSA;CLUSTALO;parttree;13.7
GEL;slave;1000;FAMSA;CLUSTALO;famsadnd;28.1
GEL;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;28.1
GEL;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;24.7
GEL;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;33.6
GEL;slave;1000;FAMSA;FAMSA;mbed;21.2
GEL;slave;1000;FAMSA;FAMSA;parttree;7.5
GEL;slave;1000;FAMSA;FAMSA;famsadnd;24.0
GEL;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;20.5
GEL;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;30.8
GEL;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;35.6
kunitz;slave;1000;CLUSTALO;CLUSTALO;mbed;80.0
kunitz;slave;1000;CLUSTALO;CLUSTALO;parttree;58.3
kunitz;slave;1000;CLUSTALO;CLUSTALO;famsadnd;90.0
kunitz;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;50.0
kunitz;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;51.7
kunitz;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;48.3
kunitz;slave;1000;CLUSTALO;FAMSA;mbed;68.3
kunitz;slave;1000;CLUSTALO;FAMSA;parttree;70.0
kunitz;slave;1000;CLUSTALO;FAMSA;famsadnd;88.3
kunitz;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;36.7
kunitz;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;38.3
kunitz;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;43.3
kunitz;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;53.3
kunitz;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;78.3
kunitz;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;36.7
kunitz;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;41.7
kunitz;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;55.0
kunitz;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;30.0
kunitz;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;65.0
kunitz;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;51.7
kunitz;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;46.7
kunitz;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;18.3
kunitz;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;10.0
kunitz;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;20.0
kunitz;slave;1000;FAMSA;CLUSTALO;mbed;83.3
kunitz;slave;1000;FAMSA;CLUSTALO;parttree;66.7
kunitz;slave;1000;FAMSA;CLUSTALO;famsadnd;96.7
kunitz;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;55.0
kunitz;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;71.7
kunitz;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;55.0
kunitz;slave;1000;FAMSA;FAMSA;mbed;60.0
kunitz;slave;1000;FAMSA;FAMSA;parttree;53.3
kunitz;slave;1000;FAMSA;FAMSA;famsadnd;76.7
kunitz;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;33.3
kunitz;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;36.7
kunitz;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;40.0
Sulfotransfer;slave;1000;CLUSTALO;CLUSTALO;mbed;49.0
Sulfotransfer;slave;1000;CLUSTALO;CLUSTALO;parttree;23.3
Sulfotransfer;slave;1000;CLUSTALO;CLUSTALO;famsadnd;30.7
Sulfotransfer;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;23.6
Sulfotransfer;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;22.3
Sulfotransfer;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;25.7
Sulfotransfer;slave;1000;CLUSTALO;FAMSA;mbed;33.4
Sulfotransfer;slave;1000;CLUSTALO;FAMSA;parttree;29.4
Sulfotransfer;slave;1000;CLUSTALO;FAMSA;famsadnd;34.1
Sulfotransfer;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;30.1
Sulfotransfer;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;23.0
Sulfotransfer;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;41.9
Sulfotransfer;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;18.2
Sulfotransfer;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;21.6
Sulfotransfer;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;19.6
Sulfotransfer;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;10.5
Sulfotransfer;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;1.0
Sulfotransfer;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;10.5
Sulfotransfer;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;22.0
Sulfotransfer;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;20.6
Sulfotransfer;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;20.3
Sulfotransfer;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;16.2
Sulfotransfer;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;12.8
Sulfotransfer;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;5.1
Sulfotransfer;slave;1000;FAMSA;CLUSTALO;mbed;30.7
Sulfotransfer;slave;1000;FAMSA;CLUSTALO;parttree;27.4
Sulfotransfer;slave;1000;FAMSA;CLUSTALO;famsadnd;40.5
Sulfotransfer;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;20.9
Sulfotransfer;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;20.3
Sulfotransfer;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;18.9
Sulfotransfer;slave;1000;FAMSA;FAMSA;mbed;26.7
Sulfotransfer;slave;1000;FAMSA;FAMSA;parttree;17.2
Sulfotransfer;slave;1000;FAMSA;FAMSA;famsadnd;24.7
Sulfotransfer;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;29.1
Sulfotransfer;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;9.8
Sulfotransfer;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;34.5
mofe;slave;1000;CLUSTALO;CLUSTALO;mbed;66.4
mofe;slave;1000;CLUSTALO;CLUSTALO;parttree;60.9
mofe;slave;1000;CLUSTALO;CLUSTALO;famsadnd;70.2
mofe;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;71.5
mofe;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;61.9
mofe;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;73.4
mofe;slave;1000;CLUSTALO;FAMSA;mbed;65.1
mofe;slave;1000;CLUSTALO;FAMSA;parttree;56.6
mofe;slave;1000;CLUSTALO;FAMSA;famsadnd;70.2
mofe;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;71.7
mofe;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;65.5
mofe;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;72.8
mofe;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;6.4
mofe;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;10.9
mofe;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;16.0
mofe;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;23.0
mofe;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;20.2
mofe;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;14.7
mofe;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;23.6
mofe;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;11.9
mofe;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;17.0
mofe;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;10.4
mofe;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;15.3
mofe;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;23.8
mofe;slave;1000;FAMSA;CLUSTALO;mbed;58.3
mofe;slave;1000;FAMSA;CLUSTALO;parttree;61.7
mofe;slave;1000;FAMSA;CLUSTALO;famsadnd;66.2
mofe;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;63.4
mofe;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;55.8
mofe;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;68.5
mofe;slave;1000;FAMSA;FAMSA;mbed;58.9
mofe;slave;1000;FAMSA;FAMSA;parttree;51.7
mofe;slave;1000;FAMSA;FAMSA;famsadnd;64.9
mofe;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;63.0
mofe;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;68.7
mofe;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;65.5
Ald_Xan_dh_2;slave;1000;CLUSTALO;CLUSTALO;mbed;67.3
Ald_Xan_dh_2;slave;1000;CLUSTALO;CLUSTALO;parttree;66.2
Ald_Xan_dh_2;slave;1000;CLUSTALO;CLUSTALO;famsadnd;69.2
Ald_Xan_dh_2;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;72.7
Ald_Xan_dh_2;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;73.4
Ald_Xan_dh_2;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;72.2
Ald_Xan_dh_2;slave;1000;CLUSTALO;FAMSA;mbed;67.7
Ald_Xan_dh_2;slave;1000;CLUSTALO;FAMSA;parttree;72.2
Ald_Xan_dh_2;slave;1000;CLUSTALO;FAMSA;famsadnd;72.2
Ald_Xan_dh_2;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;66.3
Ald_Xan_dh_2;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;67.7
Ald_Xan_dh_2;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;67.3
Ald_Xan_dh_2;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;10.1
Ald_Xan_dh_2;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;7.1
Ald_Xan_dh_2;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;54.7
Ald_Xan_dh_2;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;6.6
Ald_Xan_dh_2;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;6.2
Ald_Xan_dh_2;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;5.6
Ald_Xan_dh_2;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;8.1
Ald_Xan_dh_2;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;0.0
Ald_Xan_dh_2;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;6.4
Ald_Xan_dh_2;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;11.2
Ald_Xan_dh_2;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;10.0
Ald_Xan_dh_2;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;7.2
Ald_Xan_dh_2;slave;1000;FAMSA;CLUSTALO;mbed;68.6
Ald_Xan_dh_2;slave;1000;FAMSA;CLUSTALO;parttree;67.8
Ald_Xan_dh_2;slave;1000;FAMSA;CLUSTALO;famsadnd;71.5
Ald_Xan_dh_2;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;70.9
Ald_Xan_dh_2;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;71.4
Ald_Xan_dh_2;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;70.7
Ald_Xan_dh_2;slave;1000;FAMSA;FAMSA;mbed;66.5
Ald_Xan_dh_2;slave;1000;FAMSA;FAMSA;parttree;70.9
Ald_Xan_dh_2;slave;1000;FAMSA;FAMSA;famsadnd;69.8
Ald_Xan_dh_2;slave;1000;FAMSA;MAFFT_PARTTREE;mbed;65.6
Ald_Xan_dh_2;slave;1000;FAMSA;MAFFT_PARTTREE;parttree;72.1
Ald_Xan_dh_2;slave;1000;FAMSA;MAFFT_PARTTREE;famsadnd;68.6
ghf5;slave;1000;CLUSTALO;CLUSTALO;mbed;9.8
ghf5;slave;1000;CLUSTALO;CLUSTALO;parttree;13.6
ghf5;slave;1000;CLUSTALO;CLUSTALO;famsadnd;22.9
ghf5;slave;1000;CLUSTALO;CLUSTALO-RANDOM;mbed;18.3
ghf5;slave;1000;CLUSTALO;CLUSTALO-RANDOM;parttree;11.6
ghf5;slave;1000;CLUSTALO;CLUSTALO-RANDOM;famsadnd;26.5
ghf5;slave;1000;CLUSTALO;FAMSA;mbed;23.1
ghf5;slave;1000;CLUSTALO;FAMSA;parttree;8.2
ghf5;slave;1000;CLUSTALO;FAMSA;famsadnd;29.6
ghf5;slave;1000;CLUSTALO;MAFFT_PARTTREE;mbed;24.9
ghf5;slave;1000;CLUSTALO;MAFFT_PARTTREE;parttree;21.9
ghf5;slave;1000;CLUSTALO;MAFFT_PARTTREE;famsadnd;29.0
ghf5;slave;1000;MAFFT-FFTNS1;CLUSTALO;mbed;4.6
ghf5;slave;1000;MAFFT-FFTNS1;CLUSTALO;parttree;0.0
ghf5;slave;1000;MAFFT-FFTNS1;CLUSTALO;famsadnd;3.3
ghf5;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;mbed;0.3
ghf5;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;parttree;0.0
ghf5;slave;1000;MAFFT-FFTNS1;CLUSTALO-RANDOM;famsadnd;2.6
ghf5;slave;1000;MAFFT-FFTNS1;FAMSA;mbed;11.1
ghf5;slave;1000;MAFFT-FFTNS1;FAMSA;parttree;2.8
ghf5;slave;1000;MAFFT-FFTNS1;FAMSA;famsadnd;3.1
ghf5;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;mbed;2.3
ghf5;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;parttree;1.5
ghf5;slave;1000;MAFFT-FFTNS1;MAFFT_PARTTREE;famsadnd;5.1
ghf5;slave;1000;FAMSA;CLUSTALO;mbed;4.6
ghf5;slave;1000;FAMSA;CLUSTALO;parttree;2.3
ghf5;slave;1000;FAMSA;CLUSTALO;famsadnd;13.4
ghf5;slave;1000;FAMSA;CLUSTALO-RANDOM;mbed;8.7
ghf5;slave;1000;FAMSA;CLUSTALO-RANDOM;parttree;0.0
ghf5;slave;1000;FAMSA;CLUSTALO-RANDOM;famsadnd;0.3
ghf5;slave;1000;FAMSA;FAMSA;mbed;20.1
